region	chromosome	position
chr1:191116008-191126008	chr1	191123340
chr1:191116008-191126008	chr1	191123505
chr1:191116008-191126008	chr1	191123808
chr1:191116008-191126008	chr1	191123921
chr1:191116008-191126008	chr1	191123946
chr1:191116008-191126008	chr1	191123946
chr1:191116008-191126008	chr1	191124025
chr1:191116008-191126008	chr1	191124025
chr1:191116008-191126008	chr1	191124025
chr1:191116008-191126008	chr1	191124025
chr1:191116008-191126008	chr1	191124060
chr1:191116008-191126008	chr1	191124060
chr1:191116008-191126008	chr1	191124060
chr1:191116008-191126008	chr1	191124060
chr1:191116008-191126008	chr1	191124083
chr1:191116008-191126008	chr1	191124110
chr1:191116008-191126008	chr1	191124110
chr1:191116008-191126008	chr1	191124143
chr1:191116008-191126008	chr1	191124206
chr1:191116008-191126008	chr1	191124212
chr1:191116008-191126008	chr1	191124316
chr1:191116008-191126008	chr1	191124346
chr1:191116008-191126008	chr1	191124356
chr1:191116008-191126008	chr1	191124376
chr1:191116008-191126008	chr1	191124662
chr1:191116008-191126008	chr1	191124807
chr1:191116008-191126008	chr1	191124913
chr1:191116008-191126008	chr1	191124913
chr1:191116008-191126008	chr1	191124948
chr1:191116008-191126008	chr1	191125043
chr1:191116008-191126008	chr1	191125067
chr1:191116008-191126008	chr1	191125142
chr1:191116008-191126008	chr1	191125220
chr1:191116008-191126008	chr1	191125328
chr1:191116008-191126008	chr1	191125768
chr1:191116008-191126008	chr1	191125768
chr1:191116008-191126008	chr1	191125817
chr1:191116008-191126008	chr1	191125817
chr1:191116008-191126008	chr1	191125857
chr1:191116008-191126008	chr1	191125857
chr1:191116008-191126008	chr1	191125878
chr1:93147786-93157786	chr1	93147726
chr1:93147786-93157786	chr1	93147726
chr1:93147786-93157786	chr1	93148403
chr1:93147786-93157786	chr1	93148701
chr1:93147786-93157786	chr1	93148758
chr1:93147786-93157786	chr1	93148758
chr1:93147786-93157786	chr1	93148781
chr1:93147786-93157786	chr1	93148912
chr1:93147786-93157786	chr1	93148912
chr1:93147786-93157786	chr1	93148952
chr1:93147786-93157786	chr1	93148952
chr1:93147786-93157786	chr1	93148965
chr1:93147786-93157786	chr1	93149323
chr1:93147786-93157786	chr1	93149323
chr1:93147786-93157786	chr1	93149459
chr1:93147786-93157786	chr1	93149459
chr1:93147786-93157786	chr1	93149528
chr1:93147786-93157786	chr1	93149599
chr1:93147786-93157786	chr1	93149599
chr1:93147786-93157786	chr1	93149599
chr1:93147786-93157786	chr1	93149599
chr1:93147786-93157786	chr1	93149599
chr1:93147786-93157786	chr1	93149599
chr1:93147786-93157786	chr1	93149697
chr1:93147786-93157786	chr1	93149762
chr1:93147786-93157786	chr1	93149762
chr1:93147786-93157786	chr1	93149777
chr1:93147786-93157786	chr1	93149997
chr1:93147786-93157786	chr1	93149997
chr1:93147786-93157786	chr1	93150079
chr1:93147786-93157786	chr1	93150079
chr1:93147786-93157786	chr1	93150267
chr1:93147786-93157786	chr1	93150405
chr1:93147786-93157786	chr1	93150453
chr1:93147786-93157786	chr1	93150553
chr1:93147786-93157786	chr1	93150592
chr1:93147786-93157786	chr1	93150592
chr1:93147786-93157786	chr1	93150592
chr1:93147786-93157786	chr1	93150609
chr1:93147786-93157786	chr1	93150795
chr1:93147786-93157786	chr1	93150795
chr1:93147786-93157786	chr1	93150795
chr1:93147786-93157786	chr1	93150923
chr1:93147786-93157786	chr1	93150973
chr1:93147786-93157786	chr1	93151622
chr1:93147786-93157786	chr1	93151666
chr1:93147786-93157786	chr1	93151721
chr1:93147786-93157786	chr1	93151767
chr1:93147786-93157786	chr1	93151841
chr1:93147786-93157786	chr1	93151956
chr1:93147786-93157786	chr1	93152071
chr1:93147786-93157786	chr1	93152106
chr1:93147786-93157786	chr1	93152106
chr1:93147786-93157786	chr1	93152111
chr1:93147786-93157786	chr1	93152151
chr1:93147786-93157786	chr1	93152284
chr1:93147786-93157786	chr1	93152284
chr1:93147786-93157786	chr1	93152413
chr1:93147786-93157786	chr1	93152413
chr1:93147786-93157786	chr1	93152595
chr1:93147786-93157786	chr1	93152595
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152649
chr1:93147786-93157786	chr1	93152755
chr1:93147786-93157786	chr1	93152755
chr1:93147786-93157786	chr1	93152760
chr1:93147786-93157786	chr1	93152762
chr1:93147786-93157786	chr1	93152762
chr1:93147786-93157786	chr1	93152839
chr1:93147786-93157786	chr1	93152854
chr1:93147786-93157786	chr1	93152863
chr1:93147786-93157786	chr1	93152863
chr1:93147786-93157786	chr1	93152979
chr1:93147786-93157786	chr1	93152983
chr1:93147786-93157786	chr1	93152986
chr1:93147786-93157786	chr1	93153031
chr1:93147786-93157786	chr1	93153142
chr1:93147786-93157786	chr1	93153142
chr1:93147786-93157786	chr1	93153249
chr1:93147786-93157786	chr1	93153249
chr1:93147786-93157786	chr1	93153265
chr1:93147786-93157786	chr1	93153265
chr1:93147786-93157786	chr1	93153412
chr1:93147786-93157786	chr1	93153412
chr1:93147786-93157786	chr1	93153474
chr1:93147786-93157786	chr1	93153474
chr1:93147786-93157786	chr1	93153679
chr1:93147786-93157786	chr1	93153722
chr1:93147786-93157786	chr1	93153751
chr1:93147786-93157786	chr1	93153935
chr1:93147786-93157786	chr1	93153964
chr1:93147786-93157786	chr1	93154014
chr1:93147786-93157786	chr1	93154020
chr1:93147786-93157786	chr1	93154050
chr1:93147786-93157786	chr1	93154061
chr1:93147786-93157786	chr1	93154090
chr1:93147786-93157786	chr1	93154417
chr1:93147786-93157786	chr1	93154497
chr1:93147786-93157786	chr1	93154521
chr1:93147786-93157786	chr1	93154825
chr1:93147786-93157786	chr1	93154852
chr1:93147786-93157786	chr1	93154864
chr1:93147786-93157786	chr1	93154864
chr1:93147786-93157786	chr1	93155052
chr1:93147786-93157786	chr1	93155107
chr1:93147786-93157786	chr1	93155173
chr1:93147786-93157786	chr1	93155182
chr1:93147786-93157786	chr1	93155416
chr1:93147786-93157786	chr1	93155423
chr1:93147786-93157786	chr1	93155645
chr1:93147786-93157786	chr1	93155683
chr1:93147786-93157786	chr1	93155686
chr1:93147786-93157786	chr1	93155727
chr1:93147786-93157786	chr1	93155727
chr1:93147786-93157786	chr1	93155777
chr1:93147786-93157786	chr1	93155777
chr1:93147786-93157786	chr1	93155859
chr1:93147786-93157786	chr1	93155901
chr1:93147786-93157786	chr1	93156197
chr1:93147786-93157786	chr1	93156546
chr1:93147786-93157786	chr1	93156868
chr1:93147786-93157786	chr1	93156878
chr1:93147786-93157786	chr1	93156878
chr1:93147786-93157786	chr1	93156878
chr1:93147786-93157786	chr1	93156878
chr1:93147786-93157786	chr1	93156896
chr1:93147786-93157786	chr1	93156896
chr1:93147786-93157786	chr1	93156923
chr1:93147786-93157786	chr1	93156929
chr1:93147786-93157786	chr1	93156929
chr1:93147786-93157786	chr1	93157070
chr1:93147786-93157786	chr1	93157107
chr1:93147786-93157786	chr1	93157155
chr1:93147786-93157786	chr1	93157255
chr1:93147786-93157786	chr1	93157255
chr1:93147786-93157786	chr1	93157282
chr1:93147786-93157786	chr1	93157740
chr1:93147786-93157786	chr1	93157751
chr1:93147786-93157786	chr1	93157751
chr1:113899189-113909189	chr1	113899409
chr1:113899189-113909189	chr1	113899409
chr1:113899189-113909189	chr1	113899409
chr1:113899189-113909189	chr1	113900770
chr1:113899189-113909189	chr1	113900897
chr1:113899189-113909189	chr1	113900948
chr1:113899189-113909189	chr1	113902451
chr1:113899189-113909189	chr1	113902673
chr1:113899189-113909189	chr1	113903081
chr1:113899189-113909189	chr1	113903083
chr1:113899189-113909189	chr1	113903212
chr1:113899189-113909189	chr1	113903440
chr1:113899189-113909189	chr1	113903477
chr1:113899189-113909189	chr1	113903939
chr1:113899189-113909189	chr1	113903944
chr1:113899189-113909189	chr1	113903988
chr1:113899189-113909189	chr1	113904032
chr1:113899189-113909189	chr1	113904274
chr1:113899189-113909189	chr1	113905094
chr1:113899189-113909189	chr1	113905218
chr1:113899189-113909189	chr1	113905257
chr1:113899189-113909189	chr1	113905276
chr1:113899189-113909189	chr1	113905403
chr1:113899189-113909189	chr1	113905638
chr1:113899189-113909189	chr1	113905810
chr1:113899189-113909189	chr1	113906078
chr1:113899189-113909189	chr1	113906411
chr1:113899189-113909189	chr1	113907532
chr1:113899189-113909189	chr1	113907793
chr1:113899189-113909189	chr1	113908896
chr1:113899189-113909189	chr1	113909067
chr1:113899189-113909189	chr1	113909067
chr1:113899189-113909189	chr1	113909067
chr1:113899189-113909189	chr1	113909067
chr1:113899189-113909189	chr1	113909067
chr1:113899189-113909189	chr1	113909067
chr1:46071100-46081100	chr1	46071372
chr1:46071100-46081100	chr1	46071372
chr1:46071100-46081100	chr1	46071410
chr1:46071100-46081100	chr1	46071410
chr1:46071100-46081100	chr1	46071410
chr1:46071100-46081100	chr1	46071420
chr1:46071100-46081100	chr1	46071420
chr1:46071100-46081100	chr1	46071910
chr1:46071100-46081100	chr1	46072390
chr1:46071100-46081100	chr1	46072390
chr1:46071100-46081100	chr1	46072533
chr1:46071100-46081100	chr1	46072533
chr1:46071100-46081100	chr1	46072696
chr1:46071100-46081100	chr1	46072703
chr1:46071100-46081100	chr1	46073394
chr1:46071100-46081100	chr1	46073450
chr1:46071100-46081100	chr1	46073891
chr1:46071100-46081100	chr1	46073891
chr1:46071100-46081100	chr1	46074263
chr1:46071100-46081100	chr1	46075019
chr1:46071100-46081100	chr1	46075019
chr1:46071100-46081100	chr1	46075155
chr1:46071100-46081100	chr1	46075203
chr1:46071100-46081100	chr1	46075203
chr1:46071100-46081100	chr1	46075203
chr1:46071100-46081100	chr1	46075212
chr1:46071100-46081100	chr1	46075605
chr1:46071100-46081100	chr1	46075605
chr1:46071100-46081100	chr1	46077098
chr1:46071100-46081100	chr1	46077209
chr1:46071100-46081100	chr1	46077209
chr1:46071100-46081100	chr1	46077214
chr1:46071100-46081100	chr1	46077261
chr1:46071100-46081100	chr1	46077280
chr1:46071100-46081100	chr1	46077352
chr1:46071100-46081100	chr1	46077369
chr1:46071100-46081100	chr1	46077369
chr1:46071100-46081100	chr1	46077571
chr1:46071100-46081100	chr1	46077606
chr1:46071100-46081100	chr1	46077643
chr1:46071100-46081100	chr1	46077729
chr1:46071100-46081100	chr1	46077851
chr1:46071100-46081100	chr1	46077893
chr1:46071100-46081100	chr1	46077914
chr1:46071100-46081100	chr1	46077978
chr1:46071100-46081100	chr1	46078065
chr1:46071100-46081100	chr1	46078185
chr1:46071100-46081100	chr1	46078195
chr1:46071100-46081100	chr1	46078195
chr1:46071100-46081100	chr1	46078203
chr1:46071100-46081100	chr1	46078203
chr1:46071100-46081100	chr1	46078251
chr1:46071100-46081100	chr1	46078251
chr1:46071100-46081100	chr1	46078293
chr1:46071100-46081100	chr1	46078420
chr1:46071100-46081100	chr1	46078617
chr1:46071100-46081100	chr1	46078827
chr1:46071100-46081100	chr1	46078827
chr1:46071100-46081100	chr1	46078943
chr1:46071100-46081100	chr1	46078974
chr1:46071100-46081100	chr1	46079248
chr1:46071100-46081100	chr1	46079298
chr1:46071100-46081100	chr1	46079298
chr1:46071100-46081100	chr1	46079390
chr1:46071100-46081100	chr1	46079455
chr1:46071100-46081100	chr1	46079596
chr1:46071100-46081100	chr1	46079596
chr1:46071100-46081100	chr1	46079778
chr1:46071100-46081100	chr1	46079875
chr1:46071100-46081100	chr1	46079901
chr1:46071100-46081100	chr1	46079940
chr1:46071100-46081100	chr1	46079965
chr1:46071100-46081100	chr1	46079989
chr1:46071100-46081100	chr1	46080149
chr1:46071100-46081100	chr1	46080224
chr1:46071100-46081100	chr1	46080224
chr1:46071100-46081100	chr1	46080282
chr1:46071100-46081100	chr1	46080305
chr1:46071100-46081100	chr1	46080305
chr1:46071100-46081100	chr1	46080305
chr1:46071100-46081100	chr1	46080305
chr1:46071100-46081100	chr1	46081058
chrX:116282269-116292269	chrX	116282169
chrX:116282269-116292269	chrX	116282604
chrX:116282269-116292269	chrX	116282604
chrX:116282269-116292269	chrX	116282625
chrX:116282269-116292269	chrX	116282625
chrX:116282269-116292269	chrX	116282702
chrX:116282269-116292269	chrX	116282771
chrX:116282269-116292269	chrX	116282882
chrX:116282269-116292269	chrX	116282912
chrX:116282269-116292269	chrX	116283361
chrX:116282269-116292269	chrX	116283454
chrX:116282269-116292269	chrX	116284031
chrX:116282269-116292269	chrX	116284040
chrX:116282269-116292269	chrX	116284131
chrX:116282269-116292269	chrX	116284592
chrX:116282269-116292269	chrX	116284592
chrX:116282269-116292269	chrX	116284794
chrX:116282269-116292269	chrX	116284794
chrX:116282269-116292269	chrX	116284852
chrX:116282269-116292269	chrX	116284934
chrX:116282269-116292269	chrX	116285079
chrX:116282269-116292269	chrX	116285079
chrX:116282269-116292269	chrX	116285357
chrX:116282269-116292269	chrX	116285357
chrX:116282269-116292269	chrX	116285373
chrX:116282269-116292269	chrX	116285413
chrX:116282269-116292269	chrX	116285891
chrX:116282269-116292269	chrX	116285961
chrX:116282269-116292269	chrX	116286625
chrX:116282269-116292269	chrX	116286887
chrX:116282269-116292269	chrX	116286943
chrX:116282269-116292269	chrX	116286999
chrX:116282269-116292269	chrX	116287313
chrX:116282269-116292269	chrX	116287461
chrX:116282269-116292269	chrX	116287466
chrX:116282269-116292269	chrX	116287466
chrX:116282269-116292269	chrX	116287466
chrX:116282269-116292269	chrX	116287466
chrX:116282269-116292269	chrX	116287676
chrX:116282269-116292269	chrX	116288017
chrX:116282269-116292269	chrX	116288017
chrX:116282269-116292269	chrX	116288023
chrX:116282269-116292269	chrX	116288047
chrX:116282269-116292269	chrX	116288752
chrX:116282269-116292269	chrX	116288752
chrX:116282269-116292269	chrX	116290516
chrX:116282269-116292269	chrX	116290597
chrX:116282269-116292269	chrX	116290609
chrX:116282269-116292269	chrX	116290781
chrX:116282269-116292269	chrX	116290803
chrX:116282269-116292269	chrX	116291012
chrX:116282269-116292269	chrX	116291040
chrX:116282269-116292269	chrX	116291113
chrX:116282269-116292269	chrX	116291135
chrX:116282269-116292269	chrX	116291166
chrX:116282269-116292269	chrX	116291206
chrX:116282269-116292269	chrX	116291284
chrX:116282269-116292269	chrX	116291284
chrX:116282269-116292269	chrX	116291309
chrX:116282269-116292269	chrX	116291346
chrX:116282269-116292269	chrX	116291754
chrX:116282269-116292269	chrX	116291754
chrX:116282269-116292269	chrX	116291908
chrX:116282269-116292269	chrX	116291955
chrX:116282269-116292269	chrX	116291972
chrX:116282269-116292269	chrX	116291972
chrX:116282269-116292269	chrX	116291986
chrX:116282269-116292269	chrX	116291986
chrX:116282269-116292269	chrX	116292261
chrX:116282269-116292269	chrX	116292261
chr3:138072312-138082312	chr3	138072715
chr3:138072312-138082312	chr3	138072721
chr3:138072312-138082312	chr3	138072721
chr3:138072312-138082312	chr3	138072735
chr3:138072312-138082312	chr3	138072735
chr3:138072312-138082312	chr3	138072753
chr3:138072312-138082312	chr3	138072774
chr3:138072312-138082312	chr3	138072774
chr3:138072312-138082312	chr3	138072986
chr3:138072312-138082312	chr3	138073388
chr3:138072312-138082312	chr3	138073388
chr3:138072312-138082312	chr3	138073388
chr3:138072312-138082312	chr3	138073388
chr3:138072312-138082312	chr3	138073439
chr3:138072312-138082312	chr3	138073562
chr3:138072312-138082312	chr3	138074320
chr3:138072312-138082312	chr3	138074348
chr3:138072312-138082312	chr3	138074571
chr3:138072312-138082312	chr3	138074571
chr3:138072312-138082312	chr3	138075167
chr3:138072312-138082312	chr3	138075167
chr3:138072312-138082312	chr3	138075177
chr3:138072312-138082312	chr3	138075177
chr3:138072312-138082312	chr3	138075177
chr3:138072312-138082312	chr3	138075177
chr3:138072312-138082312	chr3	138075177
chr3:138072312-138082312	chr3	138075177
chr3:138072312-138082312	chr3	138075418
chr3:138072312-138082312	chr3	138075482
chr3:138072312-138082312	chr3	138075968
chr3:138072312-138082312	chr3	138076026
chr3:138072312-138082312	chr3	138076183
chr3:138072312-138082312	chr3	138076266
chr3:138072312-138082312	chr3	138077436
chr3:138072312-138082312	chr3	138077696
chr3:138072312-138082312	chr3	138077696
chr3:138072312-138082312	chr3	138077703
chr3:138072312-138082312	chr3	138077794
chr3:138072312-138082312	chr3	138077794
chr3:138072312-138082312	chr3	138078845
chr3:138072312-138082312	chr3	138078981
chr3:138072312-138082312	chr3	138079030
chr3:138072312-138082312	chr3	138079189
chr3:138072312-138082312	chr3	138079333
chr3:138072312-138082312	chr3	138079384
chr3:138072312-138082312	chr3	138079623
chr3:138072312-138082312	chr3	138079635
chr3:138072312-138082312	chr3	138079635
chr3:138072312-138082312	chr3	138080221
chr3:138072312-138082312	chr3	138080221
chr3:138072312-138082312	chr3	138080263
chr3:138072312-138082312	chr3	138080279
chr3:138072312-138082312	chr3	138080422
chr3:138072312-138082312	chr3	138080535
chr3:138072312-138082312	chr3	138080552
chr3:138072312-138082312	chr3	138080608
chr3:138072312-138082312	chr3	138080622
chr3:138072312-138082312	chr3	138080715
chr3:138072312-138082312	chr3	138080738
chr3:138072312-138082312	chr3	138081790
chr3:138072312-138082312	chr3	138081790
chr3:138072312-138082312	chr3	138081953
chr3:138072312-138082312	chr3	138082095
chr3:121244941-121254941	chr3	121244946
chr3:121244941-121254941	chr3	121245073
chr3:121244941-121254941	chr3	121245180
chr3:121244941-121254941	chr3	121245396
chr3:121244941-121254941	chr3	121245813
chr3:121244941-121254941	chr3	121245813
chr3:121244941-121254941	chr3	121245813
chr3:121244941-121254941	chr3	121245920
chr3:121244941-121254941	chr3	121245920
chr3:121244941-121254941	chr3	121245920
chr3:121244941-121254941	chr3	121246817
chr3:121244941-121254941	chr3	121246879
chr3:121244941-121254941	chr3	121247416
chr3:121244941-121254941	chr3	121247458
chr3:121244941-121254941	chr3	121247463
chr3:121244941-121254941	chr3	121247463
chr3:121244941-121254941	chr3	121247493
chr3:121244941-121254941	chr3	121247493
chr3:121244941-121254941	chr3	121247541
chr3:121244941-121254941	chr3	121247638
chr3:121244941-121254941	chr3	121247703
chr3:121244941-121254941	chr3	121247760
chr3:121244941-121254941	chr3	121247852
chr3:121244941-121254941	chr3	121247857
chr3:121244941-121254941	chr3	121247867
chr3:121244941-121254941	chr3	121247910
chr3:121244941-121254941	chr3	121247943
chr3:121244941-121254941	chr3	121248034
chr3:121244941-121254941	chr3	121248400
chr3:121244941-121254941	chr3	121248400
chr3:121244941-121254941	chr3	121248455
chr3:121244941-121254941	chr3	121248455
chr3:121244941-121254941	chr3	121249102
chr3:121244941-121254941	chr3	121249102
chr3:121244941-121254941	chr3	121249648
chr3:121244941-121254941	chr3	121249652
chr3:121244941-121254941	chr3	121249686
chr3:121244941-121254941	chr3	121250044
chr3:121244941-121254941	chr3	121250044
chr3:121244941-121254941	chr3	121250362
chr3:121244941-121254941	chr3	121250362
chr3:121244941-121254941	chr3	121250362
chr3:121244941-121254941	chr3	121250561
chr3:121244941-121254941	chr3	121250561
chr3:121244941-121254941	chr3	121250561
chr3:121244941-121254941	chr3	121251312
chr3:121244941-121254941	chr3	121251361
chr3:121244941-121254941	chr3	121251854
chr3:121244941-121254941	chr3	121251854
chr3:121244941-121254941	chr3	121252382
chr3:121244941-121254941	chr3	121252447
chr3:121244941-121254941	chr3	121252452
chr3:121244941-121254941	chr3	121252595
chr3:121244941-121254941	chr3	121253032
chr3:121244941-121254941	chr3	121253032
chr3:121244941-121254941	chr3	121253201
chr3:121244941-121254941	chr3	121253201
chr3:121244941-121254941	chr3	121254042
chr3:121244941-121254941	chr3	121254042
chr3:121244941-121254941	chr3	121254042
chr3:121244941-121254941	chr3	121254042
chr3:121244941-121254941	chr3	121254042
chr3:121244941-121254941	chr3	121254115
chr3:121244941-121254941	chr3	121254115
chr3:121244941-121254941	chr3	121254115
chr3:121244941-121254941	chr3	121254115
chr3:121244941-121254941	chr3	121254115
chr3:121244941-121254941	chr3	121254238
chr3:121244941-121254941	chr3	121254238
chr3:121244941-121254941	chr3	121254296
chr3:121244941-121254941	chr3	121254296
chr3:121244941-121254941	chr3	121254782
chr3:121244941-121254941	chr3	121254836
chr3:121244941-121254941	chr3	121254837
chr3:121244941-121254941	chr3	121254925
chr4:72023087-72033087	chr4	72023453
chr4:72023087-72033087	chr4	72026011
chr4:72023087-72033087	chr4	72028462
chr4:72023087-72033087	chr4	72028529
chr4:72023087-72033087	chr4	72028844
chr4:72023087-72033087	chr4	72028844
chr4:72023087-72033087	chr4	72029112
chr4:72023087-72033087	chr4	72029112
chr4:72023087-72033087	chr4	72029176
chr4:72023087-72033087	chr4	72029195
chr4:72023087-72033087	chr4	72029542
chr4:72023087-72033087	chr4	72029542
chr4:72023087-72033087	chr4	72029542
chr4:72023087-72033087	chr4	72029542
chr4:72023087-72033087	chr4	72029641
chr4:72023087-72033087	chr4	72029934
chr4:72023087-72033087	chr4	72030048
chr4:72023087-72033087	chr4	72030067
chr4:72023087-72033087	chr4	72030067
chr4:72023087-72033087	chr4	72030296
chr4:72023087-72033087	chr4	72030296
chr4:72023087-72033087	chr4	72030343
chr4:72023087-72033087	chr4	72030343
chr4:72023087-72033087	chr4	72030578
chr4:72023087-72033087	chr4	72030578
chr4:72023087-72033087	chr4	72030597
chr4:72023087-72033087	chr4	72030597
chr4:72023087-72033087	chr4	72030718
chr4:72023087-72033087	chr4	72030752
chr4:72023087-72033087	chr4	72031873
chr4:72023087-72033087	chr4	72031923
chr4:72023087-72033087	chr4	72031977
chr4:72023087-72033087	chr4	72032047
chr4:72023087-72033087	chr4	72032047
chr4:72023087-72033087	chr4	72032058
chr4:72023087-72033087	chr4	72032437
chr4:72023087-72033087	chr4	72032536
chr4:72023087-72033087	chr4	72032536
chr5:114847065-114857065	chr5	114847004
chr5:114847065-114857065	chr5	114847004
chr5:114847065-114857065	chr5	114847014
chr5:114847065-114857065	chr5	114847014
chr5:114847065-114857065	chr5	114847042
chr5:114847065-114857065	chr5	114847042
chr5:114847065-114857065	chr5	114847197
chr5:114847065-114857065	chr5	114847233
chr5:114847065-114857065	chr5	114847274
chr5:114847065-114857065	chr5	114847274
chr5:114847065-114857065	chr5	114847343
chr5:114847065-114857065	chr5	114847343
chr5:114847065-114857065	chr5	114847537
chr5:114847065-114857065	chr5	114847537
chr5:114847065-114857065	chr5	114847678
chr5:114847065-114857065	chr5	114847678
chr5:114847065-114857065	chr5	114847725
chr5:114847065-114857065	chr5	114847725
chr5:114847065-114857065	chr5	114847725
chr5:114847065-114857065	chr5	114847725
chr5:114847065-114857065	chr5	114847757
chr5:114847065-114857065	chr5	114847757
chr5:114847065-114857065	chr5	114848009
chr5:114847065-114857065	chr5	114848025
chr5:114847065-114857065	chr5	114848059
chr5:114847065-114857065	chr5	114848072
chr5:114847065-114857065	chr5	114848081
chr5:114847065-114857065	chr5	114848218
chr5:114847065-114857065	chr5	114848238
chr5:114847065-114857065	chr5	114848286
chr5:114847065-114857065	chr5	114848333
chr5:114847065-114857065	chr5	114848361
chr5:114847065-114857065	chr5	114848367
chr5:114847065-114857065	chr5	114848385
chr5:114847065-114857065	chr5	114848576
chr5:114847065-114857065	chr5	114848582
chr5:114847065-114857065	chr5	114848609
chr5:114847065-114857065	chr5	114848647
chr5:114847065-114857065	chr5	114848857
chr5:114847065-114857065	chr5	114848857
chr5:114847065-114857065	chr5	114848946
chr5:114847065-114857065	chr5	114848996
chr5:114847065-114857065	chr5	114849108
chr5:114847065-114857065	chr5	114849108
chr5:114847065-114857065	chr5	114849518
chr5:114847065-114857065	chr5	114849566
chr5:114847065-114857065	chr5	114849616
chr5:114847065-114857065	chr5	114849645
chr5:114847065-114857065	chr5	114849670
chr5:114847065-114857065	chr5	114849685
chr5:114847065-114857065	chr5	114849685
chr5:114847065-114857065	chr5	114849724
chr5:114847065-114857065	chr5	114849755
chr5:114847065-114857065	chr5	114849755
chr5:114847065-114857065	chr5	114849957
chr5:114847065-114857065	chr5	114849993
chr5:114847065-114857065	chr5	114850048
chr5:114847065-114857065	chr5	114850119
chr5:114847065-114857065	chr5	114850119
chr5:114847065-114857065	chr5	114850143
chr5:114847065-114857065	chr5	114850175
chr5:114847065-114857065	chr5	114850197
chr5:114847065-114857065	chr5	114850249
chr5:114847065-114857065	chr5	114850249
chr5:114847065-114857065	chr5	114850306
chr5:114847065-114857065	chr5	114850321
chr5:114847065-114857065	chr5	114850321
chr5:114847065-114857065	chr5	114850465
chr5:114847065-114857065	chr5	114850514
chr5:114847065-114857065	chr5	114850543
chr5:114847065-114857065	chr5	114850717
chr5:114847065-114857065	chr5	114850782
