gene_name	lfc	n_mutations	mtor_path
PSTK	-0.061634	0	0
SEPHS2	-0.11365	0	0
GPN2	-0.14105	0	0
TMEM30A	-0.23631	0	0
ARHGEF6	-0.49721	0	0
EMR3	-0.59395	0	0
HDLBP	-0.62489	0	0
ZNF608	-0.62572	0	0
KIF15	-0.66079	0	0
LYL1	-0.68667	0	0
hsa-mir-8072	-0.70508	0	0
PSRC1	-0.71894	0	0
QRICH1	-0.72311	0	0
CHD7	-0.73679	0	0
MBTD1	-0.77915	0	0
GCLM	-0.79681	0	0
DHX9	-0.82225	0	0
LRRC40	-0.83835	0	0
UBE2C	-0.83963	0	0
PRPF39	-0.84246	0	0
BUB1	-0.84437	0	0
USP7	-0.86414	0	0
TUBB4B	-0.87131	0	0
LMO2	-0.87156	0	0
MKI67	-0.8832	0	0
MAPRE1	-0.88462	0	0
SKA1	-0.88502	0	0
MARCH5	-0.90429	0	0
ZWINT	-0.9257	0	0
GCLC	-0.94692	0	0
PPM1D	-1.0515	0	0
PPP2R1A	-1.1088	0	0
ASPM	-1.1507	0	0
CENPW	-1.168	0	0
CLASP1	-1.1694	0	0
GSG2	-1.2001	0	0
DLGAP5	-1.2111	0	0
TTC5	-1.248	0	0
PAX5	-1.3286	0	0
TRIP13	-1.4044	0	0
ABCC1	-1.4454	0	0
DYRK1A	-1.4601	0	0
BCL2	-1.6685	0	0
ATP8B2	-1.7056	0	0
