gene_name	lfc	n_mutations	mtor_path
FNBP4	0.65507	0	0
TTC27	0.65278	0	0
PRPF40A	0.65047	0	0
HSPA9	0.64757	0	0
RPL10	0.64614	2	0
SARS2	0.64581	0	0
LARS2	0.64235	0	0
MNAT1	0.64169	0	0
VARS	0.63493	0	0
PKM	0.63491	0	0
DCAF13	0.63471	0	0
GRPEL1	0.63441	0	0
CHAF1B	0.63352	0	0
QARS	0.62811	0	0
MLLT1	0.62729	0	0
WDR92	0.62598	0	0
TARDBP	0.62423	0	0
TAF7	0.62404	0	0
RRS1	0.62164	0	0
WDR33	0.62033	0	0
NAMPT	0.61688	0	0
ORC5	0.61606	0	0
CTU1	0.61556	0	0
ABCB7	0.61477	0	0
EEFSEC	0.61413	0	0
EXOSC7	0.60861	0	0
POLR1B	0.60751	0	0
SEH1L	0.60668	0	0
VARS2	0.60412	0	0
SNAPC3	0.60254	0	0
SPI1	0.60096	0	0
BTF3	0.60028	0	0
RPL7	0.59828	0	0
PCGF1	0.59804	0	0
UBA52	0.59756	0	0
COQ2	0.59614	0	0
SNAPC4	0.59389	0	0
FNTB	0.59352	0	0
NASP	0.59202	0	0
NOL9	0.5883	0	0
EXOSC5	0.58807	0	0
FLCN	0.58556	0	0
CHEK2	0.58547	0	0
RPP40	0.58274	0	0
TKT	0.5795	0	0
TAZ	0.57949	0	0
BCS1L	0.57915	0	0
RPS14	0.57653	0	0
MED14	0.57599	0	0
DDX59	0.57521	0	0
PHB2	0.57461	0	0
POLR3K	0.57141	0	0
ORAOV1	0.57098	0	0
NLE1	0.57012	0	0
TRAPPC2	0.56766	0	0
PAK1IP1	0.56461	0	0
DDX24	0.56421	0	0
MAGOHB	0.56025	0	0
EIF5A	0.55903	0	0
SLC7A5	0.55824	0	0
GTPBP4	0.55801	0	0
THG1L	0.55728	0	0
BMS1	0.55591	0	0
UQCRC2	0.55429	0	0
SLC7A6OS	0.55411	0	0
FAM210A	0.55385	0	0
EXOSC8	0.55325	0	0
MRPL23	0.55245	0	0
TADA3	0.5524	0	0
MRPL14	0.55234	0	0
MYBBP1A	0.54804	0	0
EIF6	0.54608	0	0
YARS2	0.54369	0	0
SNAPC5	0.54245	0	0
USP36	0.54118	0	0
DDX20	0.54015	0	0
LRPPRC	0.53898	0	0
RNF111	0.53771	0	0
RPL28	0.53584	0	0
DIMT1	0.53441	0	0
SCAP	0.53087	0	0
RFT1	0.52944	0	0
CINP	0.5294	0	0
DDX6	0.52907	0	0
MINOS1	0.52851	0	0
RFC5	0.52701	0	0
PTPMT1	0.52443	0	0
PRIM2	0.52336	0	0
FDX1L	0.52209	0	0
TIMM44	0.51874	0	0
PARS2	0.51283	0	0
MED4	0.51101	0	0
NMT1	0.5068	0	0
TMEM41B	0.50667	0	0
TTI1	0.50499	0	0
EED	0.50429	0	0
LSM11	0.5027	0	0
EIF1AD	0.50224	0	0
GGPS1	0.50066	0	0
GRWD1	0.50054	0	0
TIMM17A	0.49929	0	0
TRNT1	0.49805	0	0
SHQ1	0.49744	0	0
GFPT1	0.49369	0	0
G6PD	0.49107	0	0
THRAP3	0.49059	0	0
RSL1D1	0.48754	0	0
USP22	0.48437	0	0
CCDC101	0.48346	0	0
MED21	0.48149	0	0
RBBP4	0.48112	0	0
MIOS	0.48075	0	0
SRP19	0.47998	0	0
GTF2E1	0.47942	0	0
UBE2M	0.47736	0	0
SNUPN	0.47674	0	0
USP28	0.47538	0	0
DAP3	0.47502	0	0
FOXP1	0.47268	0	0
SLC25A26	0.47244	0	0
LETM1	0.47146	0	0
TIMM23	0.47113	0	0
ASNA1	0.46803	0	0
CKS1B	0.46537	0	0
RPN2	0.46525	0	0
WDR59	0.46254	2	0
TARS	0.46044	0	0
ALG11	0.45851	0	0
MRPL43	0.45839	0	0
WDR1	0.45663	0	0
MED20	0.45661	0	0
AIFM1	0.4537	0	0
MRP63	0.45137	0	0
HOXA6	0.44886	0	0
TRAPPC4	0.44742	0	0
SLC2A1	0.44737	0	0
GEMIN8	0.43862	0	0
MRPL45	0.43696	0	0
E4F1	0.43664	0	0
ANKRD49	0.43416	0	0
MVD	0.42774	0	0
SDE2	0.42361	0	0
MRPS6	0.41939	0	0
AIFM2	0.40898	0	0
DHX9	0.40669	0	0
POP7	0.40193	0	0
GPKOW	0.39538	0	0
DIS3	0.38219	0	0
EIF5B	0.37433	0	0
TAF12	0.37097	0	0
C1orf131	0.36537	0	0
hsa-mir-7515	0.35613	0	0
CENPN	0.34488	0	0
SRSF10	0.34305	0	0
DDX47	0.34191	0	0
METTL3	0.33355	0	0
POLR2H	0.32574	0	0
PYCR2	0.32435	0	0
U2SURP	0.32081	0	0
AGPAT3	0.29938	0	0
KDM5C	0.29623	0	0
COX10	0.29005	0	0
TRAPPC1	0.27781	0	0
GPN2	0.24413	0	0
STAG3	0.2318	0	0
SEPHS2	0.18429	0	0
TREX1	0.089299	0	0
MARS	0.024486	0	0
SDR39U1	0.019702	0	0
HDLBP	-0.37925	0	0
NELFB	-0.41621	0	0
MMP3	-0.48258	0	0
CYLD	-0.48359	0	0
AMBRA1	-0.4857	0	0
TSC2	-0.49978	0	1
ERG	-0.50474	0	0
C9orf142	-0.50532	0	0
OTUD5	-0.5375	0	0
CRAMP1L	-0.56406	0	0
NHEJ1	-0.56792	0	0
TSC1	-0.5737	0	1
SFR1	-0.57491	0	0
LIN37	-0.57772	0	0
QRICH1	-0.57823	0	0
NPRL2	-0.59325	0	0
LYL1	-0.59414	0	0
MBTD1	-0.59699	0	0
UIMC1	-0.59924	0	0
BRE	-0.60744	0	0
RAD54L2	-0.61184	0	0
FOXM1	-0.65049	0	0
ABCC1	-0.65542	0	0
PRKDC	-0.66244	0	0
NFRKB	-0.70735	0	0
ERCC6L2	-0.7537	0	0
CBFB	-0.82306	0	0
ZNF451	-0.8416	0	0
DYRK1A	-0.8597	0	0
ACTR8	-0.88376	0	0
LMO2	-0.9624	0	0
PPM1D	-0.97863	0	0
LIG4	-0.99668	0	0
BCL2	-1.3538	0	0
TDP2	-1.5272	0	0
