gene_name	lfc	n_mutations	mtor_path
hsa-mir-4454	1.4389	0	0
TBP	1.4387	0	0
STRIP1	1.4342	0	0
RNMT	1.4328	0	0
TUT1	1.4293	0	0
RICTOR	1.4282	0	1
LARS	1.426	0	0
PGD	1.4227	0	0
DARS	1.4205	0	0
WASH1	1.4202	0	0
CHTF8	1.4146	0	0
DDX42	1.4109	0	0
SLC20A1	1.4075	0	0
HSPE1	1.4064	0	0
RPS26	1.4062	0	0
ABCB7	1.4054	0	0
TAZ	1.405	0	0
TRMT112	1.3975	0	0
USP9X	1.3962	4	0
PHB2	1.3944	0	0
HNRNPA1	1.391	0	0
CUL2	1.3808	0	0
POLR3H	1.3771	0	0
SNRPA1	1.3701	0	0
SRSF2	1.37	0	0
PPIL3	1.3645	0	0
CARS	1.3593	0	0
EIF2S1	1.3534	0	0
EIF4E	1.3485	0	-1
MTOR	1.3419	4	1
HINFP	1.3404	0	0
SRSF3	1.3391	0	0
WDR59	1.3386	2	0
TAF10	1.3383	0	0
SMG6	1.3318	0	0
UNK	1.3279	0	0
TAF12	1.3276	0	0
EIF4A1	1.3268	0	0
ELAVL1	1.3237	0	0
RPL26	1.3153	0	0
SEC61A1	1.3153	0	0
EEF1A1	1.3108	0	0
ACTB	1.3084	0	0
hsa-mir-625	1.3026	0	0
PRPF19	1.302	0	0
RPS5	1.3	0	0
SARS	1.2904	0	0
HELZ	1.285	0	0
SMNDC1	1.2813	0	0
E2F8	1.2779	2	0
DDX21	1.2766	0	0
RPS19	1.2687	0	0
WDR7	1.2667	0	0
NPAT	1.2667	0	0
LAMTOR1	1.2659	0	1
HNRNPU	1.2656	0	0
SAP18	1.2614	0	0
AP2S1	1.2611	0	0
RPS18	1.2593	0	0
YARS	1.2577	0	0
PI4KB	1.253	0	0
KCTD5	1.2501	0	0
SNRPG	1.25	0	0
TCEB1	1.2491	0	0
ECD	1.2473	0	0
PDAP1	1.2463	0	0
EIF2B3	1.2428	0	0
ZC3H7A	1.2417	0	0
RBBP5	1.2401	0	0
C9orf78	1.24	0	0
GFER	1.2381	0	0
BRF1	1.2379	0	0
LAMTOR2	1.2365	0	1
DNMT1	1.2329	0	0
ACTR3	1.2327	0	0
ARGLU1	1.2321	0	0
TIMM22	1.2284	0	0
CTU1	1.2267	0	0
SRPR	1.2168	0	0
PHLPP1	1.2094	0	0
CYB561A3	1.2094	0	0
WDR43	1.2074	0	0
hsa-mir-4430	1.2069	0	0
PPP4C	1.2069	0	0
RPTOR	1.2037	0	0
PRPF8	1.2026	0	0
SMU1	1.2006	0	0
HEATR1	1.1996	0	0
PELO	1.199	0	0
UMPS	1.1961	0	-1
CKS1B	1.1935	0	0
PRPF39	1.1926	0	0
ZFYVE20	1.1896	0	0
RPS11	1.1887	0	0
POLE2	1.1803	0	0
FOXO1	1.1803	0	0
TAF1	1.1794	2	0
RPL13A	1.1766	0	0
CACTIN	1.17	0	0
RPL15	1.1689	0	0
hsa-mir-3159	1.1681	0	0
TARDBP	1.1619	0	0
CNOT3	1.1609	2	0
SNRPE	1.1606	0	0
TBL3	1.1568	0	0
HNRNPA2B1	1.1524	0	0
ASNA1	1.1518	0	0
NOP16	1.1506	0	0
EIF1AX	1.1483	0	0
DBR1	1.148	0	0
MAPKAP1	1.1478	0	0
POLD1	1.1468	0	0
USP17L13	1.1463	0	0
PAICS	1.145	0	0
RNF20	1.1443	0	0
VPRBP	1.1416	0	0
DOT1L	1.1413	0	0
SUMO2	1.1392	0	0
CCDC12	1.1314	0	0
FNBP4	1.1306	0	0
HNRNPD	1.1261	0	0
SRSF7	1.1234	0	0
SRSF1	1.1221	0	0
SRRM2	1.1139	0	0
XRN2	1.11	0	0
DDX17	1.0999	0	0
TARS	1.0961	0	0
RPS13	1.0906	0	0
CDK9	1.0899	0	0
DCAF7	1.0888	0	0
DDX3X	1.0863	0	0
LSM4	1.0824	0	0
FARSA	1.0816	0	0
C3orf17	1.0796	0	0
hsa-mir-181a-1	1.0785	0	0
ALDOA	1.0777	0	0
DDX5	1.0746	0	0
TRNAU1AP	1.0721	0	0
SFPQ	1.0689	0	0
GTPBP4	1.0673	0	0
hsa-mir-629	1.0643	0	0
ARPC3	1.0555	0	0
C9orf41	1.0535	0	0
RSL24D1	1.0531	0	0
CRCP	1.0519	0	0
KAT8	1.0517	0	0
CCDC53	1.0466	0	0
FPGS	1.0401	0	0
CHD8	1.0394	0	0
RBBP4	1.0369	0	0
SPEN	1.0362	0	0
EIF4H	1.0322	0	0
EFTUD2	1.0316	0	0
RPS24	1.0314	0	0
EXOC8	1.025	0	0
PIM3	1.0229	0	0
WBSCR22	1.0227	0	0
CTDP1	1.0203	0	0
PRELID1	1.0178	0	0
ACTL6A	1.0174	0	0
DMAP1	1.0165	0	0
WDR77	1.0119	0	0
PAX5	1.0108	0	0
PFAS	1.0077	0	0
MIOS	1.0021	0	0
SPOP	1.0014	0	0
MED12	1.0005	4	0
POLR1C	0.99955	0	0
NUDT21	0.99764	0	0
RPL37A	0.9976	0	0
BRPF1	0.9975	0	0
POLR1B	0.9916	0	0
WARS	0.99077	0	0
DCLRE1B	0.98805	0	0
ATP6V1G1	0.98633	0	0
KARS	0.986	0	0
MFN2	0.97861	0	0
WAC	0.97847	0	0
POLR3A	0.9748	0	0
hsa-mir-6501	0.9736	0	0
CAB39	0.97062	0	0
CHD1	0.97041	0	0
CRLS1	0.97	0	0
CPSF3	0.96662	0	0
INTS6	0.96575	0	0
RPL18A	0.9654	0	0
CLASRP	0.96243	2	0
NIP7	0.96017	0	0
PCNA	0.95968	0	0
HYOU1	0.95626	0	0
NFYC	0.94834	0	0
SUZ12	0.94786	0	0
GRPEL1	0.94735	0	0
EIF2B5	0.94319	0	0
LPCAT1	0.93614	0	0
PTP4A1	0.93526	0	0
SNRNP40	0.93384	0	0
RBM17	0.93011	0	0
SNRPB	0.92839	0	0
SLC4A7	0.92805	0	0
GOLGA8O	0.92764	0	0
PPIE	0.9247	0	0
DIS3	0.9243	0	0
COMMD2	0.92332	0	0
MLLT1	0.92283	0	0
PRMT5	0.92054	0	0
PHB	0.92042	0	0
NARS	0.91929	0	0
UPF1	0.91905	0	0
E2F2	0.91836	0	0
PRIM2	0.91809	0	0
SF3A2	0.9172	0	0
SIK2	0.9153	0	0
YLPM1	0.91067	0	0
CWC15	0.90812	0	0
GPN2	0.90444	0	0
LAMTOR3	0.90402	0	1
PPWD1	0.90344	0	0
ZBTB7A	0.90058	0	0
DPY30	0.89972	0	0
PPP4R2	0.89344	0	0
PNISR	0.89115	0	0
RPL23	0.88906	0	0
POLR2I	0.88608	0	0
SNRPD3	0.88535	0	0
RAB7A	0.88335	0	0
DSCC1	0.8833	0	0
UBE2M	0.88318	0	0
CWC22	0.883	0	0
IP6K1	0.87917	0	0
PDPK1	0.87889	0	0
CXorf56	0.87777	0	0
ZNHIT2	0.87708	0	0
FAM122A	0.87694	0	0
UBAP2L	0.87608	0	0
RUNX1	0.87469	0	0
YME1L1	0.87202	0	0
DBF4	0.86993	0	0
UTP15	0.86956	0	0
VPS29	0.86807	0	0
HSPD1	0.86741	0	0
CCAR1	0.85788	2	0
SEH1L	0.85492	0	0
EIF1	0.8546	0	0
SRP19	0.84979	0	0
RRP9	0.84691	0	0
CIR1	0.84629	0	0
INTS8	0.84376	0	0
RHOA	0.83975	0	0
NELFB	0.83758	0	0
RPL28	0.83352	0	0
KANSL3	0.83183	0	0
C2orf27A	0.83049	0	0
CS	0.82614	0	0
SF3B4	0.82549	0	0
hsa-mir-6076	0.82491	0	0
GINS1	0.8226	0	0
WDR1	0.82215	0	0
EXOSC2	0.81812	0	0
CABIN1	0.81275	0	0
HNRNPC	0.80892	0	0
RUVBL2	0.8086	0	0
SNUPN	0.80026	0	0
EIF1AD	0.79823	0	0
TADA2B	0.79701	0	0
GABPB1	0.79617	0	0
NOB1	0.79201	0	0
DDX49	0.78677	0	0
PPP1R15B	0.78408	0	0
RPL34	0.78056	0	0
MED9	0.77655	0	0
HTATSF1	0.77483	0	0
NOL6	0.76585	0	0
CDC123	0.76385	0	0
EIF4G1	0.76226	0	0
RPS6KB1	0.76203	0	0
CTU2	0.76108	0	0
RFC1	0.7608	0	0
NUFIP2	0.75719	0	0
PRPF3	0.75695	0	0
ZCCHC8	0.75429	0	0
NFS1	0.74736	0	0
SS18L2	0.74719	0	0
CDS2	0.74202	0	0
ZNF131	0.74009	0	0
UBE2Q1	0.73742	0	0
DIMT1	0.73677	0	0
C16orf80	0.73659	0	0
SRSF6	0.73617	0	0
NAA25	0.73515	0	0
UHRF1	0.73129	0	0
BCAS2	0.73043	0	0
CYCS	0.72601	0	0
hsa-mir-6851	0.72415	0	0
RRM1	0.72297	0	0
BCLAF1	0.72228	0	0
YKT6	0.72158	0	0
TAF6	0.71999	0	0
ELP4	0.71853	0	0
SLC16A1	0.71695	0	0
UTP3	0.71518	0	0
WNK1	0.71506	0	0
NARFL	0.71398	0	0
TTC27	0.71107	0	0
TRIP13	0.7063	0	0
PPM1D	0.7055	0	0
CLPB	0.69932	0	0
FAM86B2	0.69839	0	0
SMG5	0.69436	0	0
SF3B3	0.68583	0	0
UBE2D3	0.68215	0	0
ALDH18A1	0.68132	0	0
WDHD1	0.68022	0	0
USPL1	0.67972	0	0
THRA	0.67267	0	0
NAA20	0.66287	0	0
SNRPD2	0.65469	0	0
PES1	0.64623	0	0
MED30	0.64547	0	0
IKZF1	0.64454	5	0
IMP3	0.64364	0	0
PPP2R4	0.63052	0	0
PMPCB	0.62947	0	0
UBTF	0.62939	0	0
ABHD17B	0.62219	0	0
GET4	0.62028	0	0
NCLN	0.61428	0	0
RPN2	0.61401	0	0
LAMTOR5	0.60637	0	1
MED4	0.60575	0	0
hsa-mir-6890	0.60377	0	0
GLRX3	0.60359	0	0
SRP54	0.60047	0	0
STRAP	0.59458	0	0
PRRC2A	0.59403	0	0
EXOSC1	0.59354	0	0
RBM10	0.59346	2	0
ESCO2	0.59151	0	0
RFWD3	0.59038	0	0
CWC25	0.58857	0	0
PAM16	0.58838	0	0
RAB10	0.58625	0	0
AK6	0.58375	0	0
REXO1	0.58171	3	0
COIL	0.57277	0	0
LAPTM5	0.56101	0	0
IREB2	0.5576	0	0
MVD	0.55734	0	0
LENG1	0.55543	0	0
ALG11	0.54975	0	0
SART1	0.54382	0	0
GLS	0.54287	0	0
SMARCC2	0.52378	0	0
KLHDC3	0.51682	0	0
PRPF31	0.51598	0	0
USP47	0.51474	0	0
NAIF1	0.5143	0	0
QARS	0.51145	0	0
KAT6A	0.51093	0	0
CCDC47	0.5095	0	0
DNAJA3	0.50305	0	0
POLR1A	0.50222	0	0
ACTR2	0.50168	0	0
RAB14	0.50129	0	0
HNRNPA3	0.48352	0	0
UNC45A	0.48001	0	0
EMC4	0.47303	0	0
CPSF2	0.47065	0	0
KRTAP9-2	0.46794	0	0
SERPINF2	0.46711	0	0
CWC27	0.46536	0	0
PCYT2	0.4525	0	0
NSMCE4A	0.45206	0	0
KRTAP10-1	0.43924	0	0
CIRH1A	0.43775	0	0
USP17L2	0.41033	0	0
SOX4	0.40119	0	0
UBE2J1	0.38985	0	0
MEN1	0.37745	0	0
ZNF585A	0.29346	0	0
ABCC2	-0.53543	0	0
CCAR2	-0.61308	0	0
TST	-0.73992	0	0
C2CD5	-0.7479	0	0
RNF19A	-0.80196	0	0
TADA2A	-0.82337	0	0
OTUD5	-0.86408	0	0
UBE2H	-0.92228	0	0
RPRD2	-1.0018	0	0
CBFA2T3	-1.0222	0	0
RAD9A	-1.0349	0	0
ATIC	-1.0777	0	0
RNF19B	-1.1396	0	0
ZFAND5	-1.1999	0	0
HPRT1	-1.2604	0	0
G3BP1	-1.2794	0	0
KHDRBS1	-1.4611	0	0
NT5DC1	-1.478	0	0
