gene_name	lfc	n_mutations	mtor_path
UHRF1	0.6418	0	0
GTF2A2	0.64084	0	0
HDAC3	0.64004	0	0
ATP1B3	0.6379	0	0
CDC123	0.63771	0	0
TIMM44	0.63709	0	0
DARS	0.63582	0	0
POLE2	0.63065	0	0
PRPF38B	0.62772	0	0
POLR3C	0.62473	0	0
RPL11	0.62316	0	0
CCNH	0.62114	0	0
PPP6C	0.62091	0	0
DYNLL1	0.6207	0	0
ENO1	0.61792	0	0
ELP5	0.61644	0	0
REXO2	0.61473	0	0
EIF4E	0.61443	0	0
AIFM1	0.60597	0	0
MRPS2	0.60456	0	0
RIOK1	0.60282	0	0
MED14	0.60248	0	0
METTL14	0.60095	0	0
CHAF1B	0.59854	0	0
WSB1	0.59658	0	0
GRPEL1	0.59518	0	0
ADSL	0.59396	0	0
CMIP	0.59032	0	0
RBBP4	0.59009	0	0
SEPHS2	0.58945	0	0
HTATSF1	0.5891	0	0
RICTOR	0.58554	0	1
GEMIN8	0.58513	0	0
CTU2	0.58387	0	0
TIMM23	0.58275	0	0
PSTK	0.58262	0	0
XPO5	0.58146	0	0
THG1L	0.58028	0	0
SEH1L	0.57942	0	0
MED9	0.5771	0	0
PRPSAP1	0.57547	0	0
KIAA0947	0.57275	0	0
EIF2B1	0.56747	0	0
SRSF7	0.56716	0	0
ENY2	0.56476	0	0
TIMM8A	0.56163	0	0
DBR1	0.5588	0	0
AP2S1	0.5585	0	0
GTPBP4	0.55845	0	0
CSTF1	0.55805	0	0
ACTR6	0.55773	0	0
PYCR2	0.55661	0	0
PCID2	0.55607	0	0
TIMM17A	0.55594	0	0
EXOSC5	0.55276	0	0
RABGGTB	0.5526	0	0
TRAPPC2	0.55101	0	0
PCF11	0.55071	0	0
EIF3B	0.5495	0	0
C3orf17	0.54753	0	0
SF3B1	0.5456	0	0
GPKOW	0.54558	0	0
RTFDC1	0.54518	0	0
FH	0.54509	0	0
PDAP1	0.54458	0	0
BAX	0.5422	0	0
DDX6	0.54102	0	0
PRMT5	0.53517	0	0
PMM2	0.53052	0	0
NAA30	0.52425	0	0
LIAS	0.52422	0	0
QARS	0.52292	0	0
MED12	0.52021	4	0
SLC7A5	0.51654	0	0
SYMPK	0.51489	0	0
GTF2H3	0.5104	0	0
CUL2	0.51015	0	0
TRNT1	0.50725	0	0
SUPT16H	0.50256	0	0
FAU	0.50163	0	0
SUPV3L1	0.50154	0	0
TTI1	0.49833	0	0
HNRNPC	0.4979	0	0
WARS	0.49767	0	0
CDK2	0.49718	0	0
CAB39	0.49708	0	0
MRPL30	0.49695	0	0
TP53	0.49394	17	0
XRN2	0.49193	0	0
ATAD3B	0.48986	0	0
HIF1AN	0.4895	0	0
DICER1	0.48937	0	0
ERCC2	0.48875	0	0
CTCF	0.48686	0	0
PCBP2	0.4865	0	0
IL36B	0.48647	0	0
GNL3	0.48063	0	0
hsa-mir-519c	0.47395	0	0
PGAM1	0.47252	0	0
SUPT4H1	0.47236	0	0
PAM16	0.46568	0	0
MRPL53	0.46317	0	0
LAMTOR1	0.46207	0	1
ASNA1	0.45923	0	0
SMARCA5	0.45634	2	0
IKBKAP	0.45537	0	0
ALG11	0.45491	0	0
RBBP6	0.45313	0	0
ACSL4	0.45048	0	0
CPSF2	0.44938	0	0
ELP4	0.44742	0	0
INTS2	0.44695	0	0
LAMTOR3	0.44351	0	1
CDK13	0.44282	0	0
HSPD1	0.43671	0	0
DNLZ	0.43044	0	0
SNAPC3	0.42863	0	0
CLP1	0.42816	0	0
DDX46	0.42675	0	0
ACTL6A	0.42611	0	0
ORAOV1	0.42517	0	0
DNAJB11	0.42402	0	0
PPP2R4	0.42379	0	0
GFER	0.41498	0	0
RARS	0.41228	0	0
THRA	0.41103	0	0
SETD2	0.40547	5	0
HNRNPF	0.4033	0	0
USP9X	0.40258	4	0
ALDH18A1	0.39398	0	0
PGM3	0.39328	0	0
ACTR3	0.39155	0	0
METTL5	0.38719	0	0
SLC39A10	0.38655	0	0
WDR33	0.38493	0	0
NUDCD3	0.38029	0	0
SNUPN	0.3801	0	0
TAMM41	0.36816	0	0
APAF1	0.36545	0	0
PDPK1	0.35975	0	0
FIP1L1	0.35316	0	0
UQCRC1	0.34905	0	0
CPSF6	0.34387	0	0
SKIV2L	0.33481	0	0
IPO9	0.33298	0	0
GPATCH4	0.32897	0	0
EPG5	0.32524	0	0
C6orf62	0.31763	0	0
UBE2R2	0.31622	0	0
ABCF1	0.29576	0	0
RPL8	0.25256	0	0
CSNK2A2	-0.44529	0	0
TSC1	-0.4543	0	1
PRPS2	-0.47161	0	0
LMO2	-0.47743	0	0
NT5DC1	-0.49178	0	0
NELFB	-0.50345	0	0
ATP13A1	-0.50455	0	0
RRAGA	-0.52834	0	0
NELFA	-0.5437	0	0
BRD9	-0.59171	0	0
G6PD	-0.61243	0	0
SZT2	-0.65935	0	0
PPM1D	-0.66813	0	0
NPRL3	-0.74348	0	0
DEPDC5	-0.75596	0	0
NPRL2	-0.7746	0	0
TSC2	-0.78699	0	1
NT5C2	-0.81843	22	0
BCL2	-0.99477	0	0
