Rname	Junction
chr7	49665515
chr7	56926471
chr7	62317264
chr7	62317264
chr7	75785813
chr7	92666052
chr7	97805441
chr7	109645336
chr7	110103865
chr7	111937166
chr7	118915479
chr7	120751477
chr7	122208559
chr7	123529047
chr7	129887044
chr7	130131334
chr7	139166937
chr7	142269253
chr7	145135966
chr8	4093436
chr8	13345816
chr8	14487678
chr8	25714139
chr8	29751746
chr8	35452693
chr8	60834402
chr8	62055129
chr8	66855083
chr8	66855083
chr8	68053170
chr8	70396686
chr8	71304656
chr8	73567787
chr8	78630619
chr8	90304712
chr8	90514782
chr8	93550324
chr8	93550324
chr8	93550324
chr8	93550324
chr8	93550324
chr8	95706047
chr8	98040621
chr8	107903614
chr8	110468801
chr8	112342872
chr8	115226142
chr8	115831331
chr8	116839687
chr8	117669308
chr8	123428360
chr8	123428531
chr8	125987629
chr8	126723143
chr8	128518441
chr9	3018978
chr9	3019365
chr9	3031454
chr9	3032403
chr9	23566655
chr9	29176017
chr9	34907517
chr9	34907517
chr9	35996880
chr9	35996881
chr9	44290816
chr9	44391074
chr9	45268581
chr9	47007840
chr9	61087051
chr9	61704067
chr9	62924633
chr9	63832783
chr9	70667780
chr9	77606603
chr9	77606603
chr9	81224792
chr9	87198402
chr9	95413189
chr9	95599329
chr9	97787513
chr9	106482603
chr9	106597429
chr9	109423048
chr9	113177513
chr9	114374489
chr9	118231598
chrM	11469
chrP	537
chrP	641
chrP	788
chrP	863
chrP	892
chrP	1101
chrP	1176
chrP	1205
chrP	1235
chrP	1351
chrP	1455
chrP	1455
chrP	1529
chrP	1675
chrP	1675
chrP	1678
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1679
chrP	1680
chrP	1681
chrP	1681
chrP	1681
chrP	1681
chrP	1681
chrP	1682
chrP	1682
chrP	1684
chrP	1684
chrP	1715
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1729
chrP	1737
chrP	1737
chrP	1744
chrP	1747
chrP	1763
chrP	1843
chrP	1844
chrP	1847
chrP	1847
chrP	1849
chrP	1849
chrP	1850
chrP	1850
chrP	1850
chrP	1850
chrP	1857
chrP	1862
chrP	1862
chrP	1862
chrP	1863
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1865
chrP	1867
chrP	1867
chrP	1867
chrP	1867
chrP	1867
chrP	1885
chrP	1904
chrP	1904
chrP	1918
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1932
chrP	1940
chrP	1942
chrP	1942
chrP	1942
chrP	1942
chrP	1942
chrP	2017
chrP	2144
chrP	2144
chrP	2144
chrP	2163
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2165
chrP	2172
chrP	2173
chrP	2173
chrP	2173
chrP	2175
chrP	2175
chrP	2181
chrP	2181
chrP	2181
chrP	2182
chrP	2182
chrP	2182
chrP	2182
chrP	2182
chrP	2182
chrP	2182
chrP	2188
chrP	2188
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2190
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2193
chrP	2196
chrP	2196
chrP	2196
chrP	2199
chrP	2210
chrP	2210
chrP	2211
chrP	2211
chrP	2211
chrP	2211
chrP	2228
chrP	2228
chrP	2285
chrP	2448
chrP	2563
chrP	2563
chrP	2563
chrP	2563
chrP	2563
chrP	2563
chrP	2563
chrP	2563
chrP	2563
chrP	2622
chrP	2622
chrP	2626
chrP	2809
chrP	2810
chrP	2810
chrP	2811
chrP	2811
chrP	2811
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2812
chrP	2813
chrP	2813
chrP	2813
chrP	2813
chrP	2813
chrP	2813
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2814
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2839
chrP	2840
chrP	2840
chrP	2840
chrP	2841
chrP	2841
chrP	2842
chrP	2851
chrP	2851
chrP	2859
chrP	2868
chrP	2868
chrP	2886
chrP	2910
chrP	3050
chrP	3050
chrP	3085
chrP	3218
chrP	3265
chrP	3265
chrP	3532
chrP	4108
chrP	4730
chrR	7968
chrR	11153
chrR	11322
chrR	11322
chrR	11532
chrR	11535
chrR	11893
chrR	11895
chrX	6408740
chrX	9081708
chrX	10810632
chrX	14740048
chrX	19607607
chrX	22383464
chrX	36689189
chrX	39887258
chrX	45078275
chrX	48315751
chrX	52493182
chrX	56270074
chrX	56867267
chrX	60734227
chrX	62602301
chrX	65056972
chrX	67966750
chrX	68695803
chrX	74569573
chrX	86275493
chrX	89296262
chrX	90636011
chrX	96762725
chrX	101359874
chrX	108996878
chrX	111439604
chrX	111834034
chrX	121346166
chrX	122311687
chrX	130555753
chrX	130775544
chrX	133688732
chrX	139256888
chrX	141345127
chrX	141345127
chrX	143787999
chrX	149941269
chrX	161674647
chrX	165491849
chrX	167005426
chrX	167209902
