Rname	Junction
chr5	47261870
chr5	47261870
chr5	47805585
chr5	60051886
chr5	62092796
chr5	64157739
chr5	65568674
chr5	74165309
chr5	77246414
chr5	87452890
chr5	89594538
chr5	96467596
chr5	96467597
chr5	96467597
chr5	97059520
chr5	98012188
chr5	101614396
chr5	101955170
chr5	114851704
chr5	114852027
chr5	114852063
chr5	114852100
chr5	114852106
chr5	114852111
chr5	114852114
chr5	114852114
chr5	114852117
chr5	114852117
chr5	114852118
chr5	114852120
chr5	114852120
chr5	114852121
chr5	114852129
chr5	114852129
chr5	114852133
chr5	114852135
chr5	114852140
chr5	114852141
chr5	114852145
chr5	114852146
chr5	114852147
chr5	114852167
chr5	114852168
chr5	114852176
chr5	114852180
chr5	114852208
chr5	116463466
chr5	118759752
chr5	125374922
chr5	139420469
chr5	147340042
chr6	14916641
chr6	24196588
chr6	26410097
chr6	42973523
chr6	47431800
chr6	69764576
chr6	70722479
chr6	70722826
chr6	70723432
chr6	70723546
chr6	70723548
chr6	70723548
chr6	70723815
chr6	70723835
chr6	70723880
chr6	70723886
chr6	74830712
chr6	77169552
chr6	112443304
chr6	119917142
chr6	120629603
chr6	120629603
chr6	120629603
chr6	120629603
chr6	120629603
chr6	120850548
chr6	122617740
chr6	124957877
chr7	13800063
chr7	26707290
chr7	29121267
chr7	32277186
chr7	52136049
chr7	67111659
chr7	90441976
chr7	120754167
chr7	120754167
chr7	120754175
chr7	120754214
chr7	126281226
chr7	137185101
chr7	139885812
chr8	15519939
chr8	26006457
chr8	28483363
chr8	29053044
chr8	36368402
chr8	58889956
chr8	70837610
chr8	70837610
chr8	75911163
chr8	114346569
chr8	122344237
chr8	123280742
chr9	3237135
chr9	10450317
chr9	25476357
chr9	57055994
chr9	75132551
chr9	76787237
chr9	86926444
chr9	88369310
chrR	6966
chrR	7695
chrR	7979
chrR	9047
chrR	9194
chrR	10343
chrR	10398
chrR	10454
chrR	10560
chrR	10622
chrR	10629
chrR	10647
chrR	10661
chrR	10701
chrR	10708
chrR	10755
chrR	10827
chrR	10830
chrR	10831
chrR	10836
chrR	10912
chrR	10928
chrR	10992
chrR	11027
chrR	11133
chrR	11133
chrR	11187
chrR	11221
chrR	11250
chrR	11300
chrR	11843
chrR	11894
chrR	11897
chrR	11898
chrR	11905
chrR	12009
chrR	12889
chrR	13028
chrR	13041
chrR	13041
chrR	13048
chrR	13053
chrR	13058
chrR	13232
chrR	13265
chrR	13329
chrR	13677
chrR	13717
chrR	13892
chrR	14015
chrR	14344
chrR	14382
chrR	14414
chrR	14765
chrR	17210
chrR	34204
chrX	45400351
chrX	59120307
chrX	75142313
chrX	87575267
chrX	90111055
chrX	104266216
chrX	106138555
chrX	110393560
chrX	116287271
chrX	116287383
chrX	120211721
chrX	142904687
chrX	153958121
chrX	160592931
chrX	160592931
chrX	161204243
chrY	17858706
chrY	26485515
chrY	77098116
