Rname	Junction
chr5	114852120
chr5	114852120
chr5	114852120
chr5	114852120
chr5	114852121
chr5	114852121
chr5	114852122
chr5	114852122
chr5	114852123
chr5	114852123
chr5	114852124
chr5	114852124
chr5	114852125
chr5	114852125
chr5	114852125
chr5	114852127
chr5	114852127
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852128
chr5	114852129
chr5	114852129
chr5	114852129
chr5	114852129
chr5	114852130
chr5	114852130
chr5	114852131
chr5	114852134
chr5	114852134
chr5	114852135
chr5	114852140
chr5	114852140
chr5	114852140
chr5	114852140
chr5	114852140
chr5	114852140
chr5	114852140
chr5	114852140
chr5	114852140
chr5	114852142
chr5	114852142
chr5	114852153
chr5	114852153
chr5	114852153
chr5	114852153
chr5	114852153
chr5	114852157
chr5	114852160
chr5	114852160
chr5	114852161
chr5	114852164
chr5	114852164
chr5	114852164
chr5	114852164
chr5	114852164
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852169
chr5	114852171
chr5	114852171
chr5	114852171
chr5	114852172
chr5	114852172
chr5	114852172
chr5	114852172
chr5	114852172
chr5	114852172
chr5	114852173
chr5	114852175
chr5	114852182
chr5	114852202
chr5	114852202
chr5	114852202
chr5	114852202
chr5	114852204
chr5	114852204
chr5	114852204
chr5	114852204
chr5	114852210
chr5	114852216
chr5	114852232
chr5	114852260
chr5	114852322
chr5	114852322
chr5	114852322
chr5	114852322
chr5	114852396
chr5	114852408
chr5	114853690
chr5	114853690
chr5	114853690
chr5	114853798
chr5	120586971
chr5	120586971
chr5	120586971
chr5	123140225
chr5	123899697
chr5	132346792
chr5	136057791
chr5	138440436
chr5	144415881
chr5	148415594
chr6	5108785
chr6	13109493
chr6	15555817
chr6	17074410
chr6	23738520
chr6	24196588
chr6	24196588
chr6	24196588
chr6	69438288
chr6	70722859
chr6	108830663
chr6	119917142
chr6	120629603
chr6	120988860
chr7	25452923
chr7	27464307
chr7	27464307
chr7	27464307
chr7	27464307
chr7	42696749
chr7	72272362
chr7	79202484
chr7	79202484
chr7	100945572
chr7	111045971
chr7	120753745
chr7	120753978
chr7	120753978
chr7	120754208
chr7	120754208
chr7	120754215
chr7	120754252
chr7	120986891
chr7	122134367
chr7	130591624
chr8	3452389
chr8	25797749
chr8	72053495
chr8	72053495
chr8	79252729
chr8	106857768
chr8	106857768
chr8	106857768
chr8	113601291
chr8	119736012
chr9	9396943
chr9	9396943
chr9	9396943
chr9	12655377
chr9	48992527
chr9	48992527
chr9	48992527
chr9	54633338
chr9	86987648
chrP	849
chrP	849
chrP	849
chrP	849
chrP	3246
chrR	8069
chrR	8908
chrR	11237
chrR	11333
chrR	11346
chrR	11346
chrR	11346
chrR	11354
chrR	11749
chrR	11754
chrR	11754
chrR	11754
chrR	11918
chrR	11918
chrR	11921
chrR	11921
chrR	11921
chrR	11921
chrR	11921
chrR	11921
chrR	11985
chrR	11985
chrR	13049
chrR	13049
chrR	13069
chrR	13069
chrR	13069
chrR	13659
chrR	13659
chrR	42803
chrR	42803
chrX	10058262
chrX	23340550
chrX	86295258
chrX	116287320
chrX	116287320
chrX	134157943
chrX	138573728
chrX	142811027
chrX	142811027
chrX	142811027
chrX	142904313
chrX	142904313
chrY	2550362
chrY	5683536
chrY	59370462
