chromosome	position
chr1	113902631
chr1	113902689
chr1	113902823
chr1	113902857
chr1	113903119
chr1	113903388
chr1	113903433
chr1	113903588
chr1	113903599
chr1	113903608
chr1	113903733
chr1	113904067
chr1	113904088
chr1	113904192
chr1	113904416
chr1	113904561
chr1	113904746
chr1	113904925
chr1	113905193
chr1	113905297
chr1	113905568
chr1	113905570
chr1	113905662
chr1	113905670
chr1	113905706
chr1	113905778
chr1	113905830
chr1	113905949
chr1	113906161
chr1	113906162
chr1	113906249
chr1	113906268
chr1	113906342
chr1	113906501
chr1	113906551
chr1	113906679
chr1	113906731
chr1	113906788
chr1	113906933
chr1	113907002
chr1	113907100
chr1	113907711
chr1	113907719
chr1	113907772
chr1	113907833
chr1	113908557
chr1	113908900
chr1	46071054
chr1	46071167
chr1	46071173
chr1	46071190
chr1	46071229
chr1	46071320
chr1	46071382
chr1	46071404
chr1	46071414
chr1	46071417
chr1	46071429
chr1	46071440
chr1	46071440
chr1	46071663
chr1	46071900
chr1	46071914
chr1	46071936
chr1	46072024
chr1	46072148
chr1	46072159
chr1	46072320
chr1	46072442
chr1	46072471
chr1	46072559
chr1	46072656
chr1	46072667
chr1	46072929
chr1	46072931
chr1	46073028
chr1	46073415
chr1	46073644
chr1	46073724
chr1	46073738
chr1	46073815
chr1	46074015
chr1	46074677
chr1	46074758
chr1	46075065
chr1	46075096
chr1	46075425
chr1	46075920
chr1	46075958
chr1	46075999
chr1	46076066
chr1	46076101
chr1	46076103
chr1	46076104
chr1	46076358
chr1	46076393
chr1	46076416
chr1	46076502
chr1	46076541
chr1	46076867
chr1	46077033
chr1	46077074
chr1	46077119
chr1	46077368
chr1	46077417
chr1	46077853
chr1	46078535
chr1	46078719
chr1	46078932
chr1	46079390
chr1	46079782
chr1	46079805
chr1	46079906
chr1	46079982
chr1	46080151
chr1	46080172
chr1	46080253
chr1	46080273
chr1	46080609
chrX	116283090
chrX	116283201
chrX	116283645
chrX	116284137
chrX	116285013
chrX	116285718
chrX	116286048
chrX	116286384
chrX	116286522
chrX	116286983
chrX	116286990
chrX	116287090
chrX	116287168
chrX	116287177
chrX	116287216
chrX	116287272
chrX	116287273
chrX	116287359
chrX	116287373
chrX	116287426
chrX	116287474
chrX	116287487
chrX	116287559
chrX	116287583
chrX	116287647
chrX	116287653
chrX	116287785
chrX	116288041
chrX	116288153
chrX	116288328
chrX	116288365
chrX	116288378
chrX	116288592
chrX	116288609
chrX	116288616
chrX	116288683
chrX	116288795
chrX	116288864
chrX	116288868
chrX	116289591
chrX	116289603
chrX	116290565
chrX	116290614
chrX	116290701
chrX	116290878
chrX	116290888
chrX	116290941
chrX	116290946
chrX	116290965
chrX	116291042
chrX	116291093
chrX	116291159
chrX	116291234
chrX	116291376
chrX	116292173
chrX	116292242
chr3	138072344
chr3	138072532
chr3	138072534
chr3	138072655
chr3	138072684
chr3	138072820
chr3	138072843
chr3	138072880
chr3	138072994
chr3	138073060
chr3	138073157
chr3	138073219
chr3	138073576
chr3	138073739
chr3	138073851
chr3	138073851
chr3	138073912
chr3	138073941
chr3	138074121
chr3	138074195
chr3	138074249
chr3	138074251
chr3	138074324
chr3	138074417
chr3	138074451
chr3	138074479
chr3	138074483
chr3	138074531
chr3	138074569
chr3	138074637
chr3	138074639
chr3	138074752
chr3	138075157
chr3	138075306
chr3	138075321
chr3	138075369
chr3	138075755
chr3	138075854
chr3	138076029
chr3	138076104
chr3	138076540
chr3	138076602
chr3	138076674
chr3	138076738
chr3	138076809
chr3	138077210
chr3	138077314
chr3	138077354
chr3	138077427
chr3	138077431
chr3	138077466
chr3	138077491
chr3	138077502
chr3	138077728
chr3	138077823
chr3	138078434
chr3	138078440
chr3	138078512
chr3	138078513
chr3	138078619
chr3	138078693
chr3	138078817
chr3	138078845
chr3	138078950
chr3	138079182
chr3	138079193
chr3	138079208
chr3	138079225
chr3	138079262
chr3	138079284
chr3	138079371
chr3	138079493
chr3	138079500
chr3	138079681
chr3	138079717
chr3	138080002
chr3	138080114
chr3	138080293
chr3	138080311
chr3	138080479
chr3	138080744
chr3	138080788
chr3	138080815
chr3	138080840
chr3	138080860
chr3	138080869
chr3	138080963
chr3	138081118
chr3	138081338
chr3	138081341
chr3	138081515
chr3	138081680
chr3	138081799
chr3	138081867
chr3	138081900
chr3	138081938
chr3	138082009
chr3	138082065
chr3	121244882
chr3	121244991
chr3	121245001
chr3	121245058
chr3	121245215
chr3	121245250
chr3	121245273
chr3	121245295
chr3	121245372
chr3	121245401
chr3	121246013
chr3	121246017
chr3	121246022
chr3	121246131
chr3	121246142
chr3	121246208
chr3	121246251
chr3	121246259
chr3	121246498
chr3	121246617
chr3	121246721
chr3	121246738
chr3	121246755
chr3	121246771
chr3	121247113
chr3	121247468
chr3	121247512
chr3	121247522
chr3	121247525
chr3	121247545
chr3	121247600
chr3	121247661
chr3	121247711
chr3	121247857
chr3	121247876
chr3	121247967
chr3	121247979
chr3	121248010
chr3	121248028
chr3	121248056
chr3	121248255
chr3	121248497
chr3	121248734
chr3	121248763
chr3	121248783
chr3	121248868
chr3	121248878
chr3	121248973
chr3	121249213
chr3	121249245
chr3	121249495
chr3	121249503
chr3	121249553
chr3	121249637
chr3	121249689
chr3	121249694
chr3	121249840
chr3	121249897
chr3	121249944
chr3	121249945
chr3	121249974
chr3	121250054
chr3	121250092
chr3	121250196
chr3	121250221
chr3	121250260
chr3	121250285
chr3	121250375
chr3	121250423
chr3	121250453
chr3	121250458
chr3	121250511
chr3	121250620
chr3	121250673
chr3	121250820
chr3	121250894
chr3	121251030
chr3	121251195
chr3	121251348
chr3	121251431
chr3	121251515
chr3	121251529
chr3	121251677
chr3	121251723
chr3	121251813
chr3	121252092
chr3	121252163
chr3	121252324
chr3	121252331
chr3	121252350
chr3	121252353
chr3	121252358
chr3	121252371
chr3	121252374
chr3	121252401
chr3	121252462
chr3	121252515
chr3	121252565
chr3	121252591
chr3	121252745
chr3	121252756
chr3	121252776
chr3	121252869
chr3	121252928
chr3	121253004
chr3	121253032
chr3	121253104
chr3	121253184
chr3	121253245
chr3	121253295
chr3	121253297
chr3	121253406
chr3	121253506
chr3	121253777
chr3	121253815
chr3	121253961
chr3	121254043
chr3	121254146
chr3	121254237
chr3	121254239
chr3	121254240
chr3	121254319
chr3	121254352
chr3	121254474
chr3	121254749
chr3	121254765
chr3	121254786
chr3	121254788
chr3	121254794
chr3	121254919
chr4	72023137
chr4	72023145
chr4	72023747
chr4	72024179
chr4	72024188
chr4	72024674
chr4	72024890
chr4	72025061
chr4	72025130
chr4	72025137
chr4	72025953
chr4	72026031
chr4	72026161
chr4	72026164
chr4	72026868
chr4	72026940
chr4	72027177
chr4	72027404
chr4	72027812
chr4	72028090
chr4	72028302
chr4	72028548
chr4	72028616
chr4	72028752
chr4	72029130
chr4	72029278
chr4	72029514
chr4	72029589
chr4	72029872
chr4	72029924
chr4	72030014
chr4	72030090
chr4	72030324
chr4	72030494
chr4	72030650
chr4	72030715
chr4	72030803
chr4	72030875
chr4	72031159
chr4	72031888
chr4	72031899
chr4	72032012
chr4	72032243
chr4	72032415
chr4	72032573
chr4	72032654
chr4	72032661
chr4	72032738
chr4	72032955
chr4	72033024
chr4	72033083
chr5	114846995
chr5	114847014
chr5	114847019
chr5	114847043
chr5	114847066
chr5	114847126
chr5	114847197
chr5	114847210
chr5	114847241
chr5	114847276
chr5	114847305
chr5	114847326
chr5	114847370
chr5	114847395
chr5	114847428
chr5	114847493
chr5	114847502
chr5	114847543
chr5	114847573
chr5	114847607
chr5	114847634
chr5	114847688
chr5	114847783
chr5	114848106
chr5	114848192
chr5	114848193
chr5	114848204
chr5	114848236
chr5	114848256
chr5	114848292
chr5	114848332
chr5	114848410
chr5	114848514
chr5	114848571
chr5	114848628
chr5	114848639
chr5	114848644
chr5	114848692
chr5	114848775
chr5	114848775
chr5	114848788
chr5	114848798
chr5	114848817
chr5	114848844
chr5	114848869
chr5	114848885
chr5	114848895
chr5	114848898
chr5	114848913
chr5	114848921
chr5	114849015
chr5	114849103
chr5	114849231
chr5	114849344
chr5	114849413
chr5	114849500
chr5	114849506
chr5	114849538
chr5	114849554
chr5	114849560
chr5	114849565
chr5	114849568
chr5	114849615
chr5	114849617
chr5	114849631
chr5	114849664
chr5	114849672
chr5	114849678
chr5	114849682
chr5	114849691
chr5	114849792
chr5	114849820
chr5	114849865
chr5	114849894
chr5	114849957
chr5	114849965
chr5	114850001
chr5	114850001
chr5	114850042
chr5	114850064
chr5	114850097
chr5	114850147
chr5	114850199
chr5	114850203
chr5	114850239
chr5	114850281
chr5	114850457
chr5	114850502
chr5	114850541
chr5	114850601
chr5	114850696
chr5	114850759
chr5	114850764
chr5	114850815
chr5	114850910
chr5	114850951
chr5	114850977
chr5	114850981
chr5	114850984
chr5	114851024
chr5	114851124
chr5	114851140
chr5	114851271
chr5	114851278
chr5	114851330
chr5	114851336
chr5	114851338
chr5	114851367
chr5	114851419
chr5	114851461
chr5	114851472
chr5	114851525
chr5	114851539
chr5	114851559
chr5	114851685
chr5	114851785
chr5	114851809
chr5	114851822
chr5	114851939
chr5	114851949
chr5	114851961
chr5	114851962
chr5	114852062
chr5	114852067
chr5	114852124
chr5	114852126
chr5	114852161
chr5	114852169
chr5	114852175
chr5	114852248
chr5	114852252
chr5	114852357
chr5	114852380
chr5	114852525
chr5	114852535
chr5	114852537
chr5	114852547
chr5	114852586
chr5	114852594
chr5	114852730
chr5	114852793
chr5	114852799
chr5	114852928
chr5	114852966
chr5	114852970
chr5	114852986
chr5	114853025
chr5	114853035
chr5	114853051
chr5	114853104
chr5	114853124
chr5	114853182
chr5	114853203
chr5	114853254
chr5	114853322
chr5	114853351
chr5	114853405
chr5	114853470
chr5	114853501
chr5	114853533
chr5	114853551
chr5	114853588
chr5	114853642
chr5	114853764
chr5	114853946
chr5	114853968
chr5	114854018
chr5	114854024
chr5	114854026
chr5	114854029
chr5	114854149
chr5	114854195
chr5	114854257
chr5	114854257
chr5	114854331
chr5	114854560
chr5	114854615
chr5	114854665
chr5	114854718
chr5	114854793
chr5	114854808
chr5	114854826
chr5	114854831
chr5	114854839
chr5	114854844
chr5	114854904
chr5	114855075
chr5	114855113
chr5	114855115
chr5	114855249
chr5	114855380
chr5	114855397
chr5	114855434
chr5	114855480
chr5	114855647
chr5	114855656
chr5	114855723
chr5	114855746
chr5	114855778
chr5	114855783
chr5	114855812
chr5	114855945
chr5	114856022
chr5	114856032
chr5	114856054
chr5	114856087
chr5	114856126
chr5	114856127
chr5	114856150
chr5	114856179
chr5	114856274
chr5	114856325
chr5	114856353
chr5	114856388
chr5	114856396
chr5	114856447
chr5	114856500
chr5	114856564
chr5	114856606
chr5	114856613
chr5	114856626
chr5	114856632
chr5	114856708
chr5	114856730
chr5	114856877
chr5	114856914
chr5	114856942
chr5	114856961
chr5	114856966
chr5	114856991
chr5	114857001
chr7	120749094
chr7	120749366
chr7	120749459
chr7	120749705
chr7	120749708
chr7	120749774
chr7	120749929
chr7	120750021
chr7	120750085
chr7	120750361
chr7	120750421
chr7	120750649
chr7	120750686
chr7	120750692
chr7	120751036
chr7	120751070
chr7	120751102
chr7	120751165
chr7	120751223
chr7	120751374
chr7	120751447
chr7	120751630
chr7	120751740
chr7	120751740
chr7	120751790
chr7	120751947
chr7	120751950
chr7	120752133
chr7	120752220
chr7	120752354
chr7	120752408
chr7	120752453
chr7	120752512
chr7	120752551
chr7	120752562
chr7	120752567
chr7	120752808
chr7	120753170
chr7	120753490
chr7	120753603
chr7	120753625
chr7	120753748
chr7	120753773
chr7	120753795
chr7	120753804
chr7	120753812
chr7	120753881
chr7	120753901
chr7	120754065
chr7	120754130
chr7	120754169
chr7	120754255
chr7	120755073
chr7	120755092
chr7	120755127
chr7	120755262
chr7	120755410
chr7	120755460
chr7	120755632
chr7	120755787
chr7	120755932
chr7	120755966
chr7	120756089
chr7	120756108
chr7	120756137
chr7	120756160
chr7	120756162
chr7	120756164
chr7	120756211
chr7	120756244
chr7	120756246
chr7	120756275
chr7	120756300
chr7	120756306
chr7	120756347
chr7	120756473
chr7	120756713
chr7	120756768
chr7	120756788
chr7	120756838
chr7	120756928
chr7	120757121
chr7	120757167
chr7	120757193
chr7	120757243
chr7	120757257
chr7	120757285
chr7	120757313
chr7	120757319
chr7	120757321
chr7	120757338
chr7	120757480
chr7	120757484
chr7	120757568
chr7	120757930
chr7	120757952
chr7	120757952
chr7	120757975
chr7	120758049
chr7	120758209
chr7	120758253
chr7	120758498
chr7	120758545
chr7	120758559
chr7	120758661
chr7	120758760
chr7	120758773
chr7	120758796
chr7	120758816
chr7	120758823
chr7	120758904
chr7	120759037
chr7	120759134
chr10	55567788
chr10	55567797
chr10	55568121
chr10	55568205
chr10	55568267
chr10	55568344
chr10	55568366
chr10	55568419
chr10	55568450
chr10	55568488
chr10	55568602
chr10	55568815
chr10	55569069
chr10	55569092
chr10	55569162
chr10	55569196
chr10	55569302
chr10	55569351
chr10	55569424
chr10	55569461
chr10	55569489
chr10	55569505
chr10	55569628
chr10	55569786
chr10	55569889
chr10	55570148
chr10	55570154
chr10	55570181
chr10	55570240
chr10	55570265
chr10	55570575
chr10	55570602
chr10	55570611
chr10	55571114
chr10	55571507
chr10	55571671
chr10	55571733
chr10	55571763
chr10	55571869
chr10	55571905
chr10	55571937
chr10	55571960
chr10	55572510
chr10	55572588
chr10	55572605
chr10	55572670
chr10	55572728
chr10	55572999
chr10	55573435
chr10	55573747
chr10	55574543
chr10	55574573
chr10	55574764
chr10	55574873
chr10	55574873
chr10	55574900
chr10	55574935
chr10	55574946
chr10	55574957
chr10	55575049
chr10	55575077
chr10	55575085
chr10	55575104
chr10	55575130
chr10	55575134
chr10	55575191
chr10	55575213
chr10	55575244
chr10	55575317
chr10	55575644
chr10	55575647
chr10	55576001
chr10	55576212
chr10	55576232
chr10	55576360
chr10	55576501
chr10	55576571
chr10	55576633
chr10	55576734
chr10	55576834
chr10	55576863
chr10	55576940
chr10	55577180
chr10	55577224
chr10	55577379
chr10	55577426
chr10	55577441
chr10	55577500
chr10	55577502
chr14	56689098
chr14	56689139
chr14	56689143
chr14	56689214
chr14	56689229
chr14	56689373
chr14	56689379
chr14	56689499
chr14	56689531
chr14	56689589
chr14	56689616
chr14	56689640
chr14	56689680
chr14	56689762
chr14	56689762
chr14	56689791
chr14	56689855
chr14	56690125
chr14	56690134
chr14	56690271
chr14	56690327
chr14	56690482
chr14	56690507
chr14	56690534
chr14	56690688
chr14	56690736
chr14	56690957
chr14	56690970
chr14	56691385
chr14	56691714
chr14	56691897
chr14	56692040
chr14	56692064
chr14	56692117
chr14	56692178
chr14	56692307
chr14	56692352
chr14	56692474
chr14	56692502
chr14	56692513
chr14	56692518
chr14	56692623
chr14	56692740
chr14	56692820
chr14	56692850
chr14	56692881
chr14	56692928
chr14	56692952
chr14	56692975
chr14	56693104
chr14	56693267
chr14	56693326
chr14	56693475
chr14	56693523
chr14	56693627
chr14	56693931
chr14	56693941
chr14	56693941
chr14	56694012
chr14	56694017
chr14	56694037
chr14	56694052
chr14	56694156
chr14	56694319
chr14	56694372
chr14	56694403
chr14	56694711
chr14	56694743
chr14	56694744
chr14	56694770
chr14	56695061
chr14	56695236
chr14	56695257
chr14	56695495
chr14	56695495
chr14	56695553
chr14	56695597
chr14	56695621
chr14	56695626
chr14	56695843
chr14	56696076
chr14	56696105
chr14	56696246
chr14	56696301
chr14	56696307
chr14	56696370
chr14	56696451
chr14	56696475
chr14	56696559
chr14	56696598
chr14	56696871
chr14	56696933
chr14	56697117
chr14	56697683
chr14	56697786
chr14	56697854
chr14	56698116
chr14	56698158
chr14	56698189
chr14	56698193
chr14	56698230
chr14	56698483
chr14	56698606
chr14	56699021
chr14	56699046
chr14	56699129
chr9	113561695
chr9	113561941
chr9	113561942
chr9	113562094
chr9	113562123
chr9	113562141
chr9	113562271
chr9	113562367
chr9	113562476
chr9	113562560
chr9	113562565
chr9	113562574
chr9	113562703
chr9	113562703
chr9	113563328
chr9	113563501
chr9	113563532
chr9	113563569
chr9	113563661
chr9	113563684
chr9	113563811
chr9	113563897
chr9	113563915
chr9	113564036
chr9	113564168
chr9	113564346
chr9	113564469
chr9	113564765
chr9	113564781
chr9	113564911
chr9	113564917
chr9	113564924
chr9	113565085
chr9	113565101
chr9	113565170
chr9	113565385
chr9	113565520
chr9	113565557
chr9	113565571
chr9	113565704
chr9	113565838
chr9	113565924
chr9	113565925
chr9	113565938
chr9	113565967
chr9	113566073
chr9	113566090
chr9	113566145
chr9	113566157
chr9	113566227
chr9	113566337
chr9	113566360
chr9	113566392
chr9	113566416
chr9	113566682
chr9	113566699
chr9	113566863
chr9	113566944
chr9	113567045
chr9	113567055
chr9	113567081
chr9	113567111
chr9	113567127
chr9	113567227
chr9	113567327
chr9	113567369
chr9	113567416
chr9	113567558
chr9	113567893
chr9	113567931
chr9	113568008
chr9	113568079
chr9	113568829
chr9	113568900
chr9	113569476
chr9	113569715
chr9	113569792
chr9	113569973
chr9	113570118
chr9	113570120
chr9	113570399
chr9	113570400
chr9	113570657
chr9	113570712
chr9	113570733
chr9	113570799
chr9	113570802
chr9	113570889
chr9	113570994
chr9	113571000
chr9	113571066
chr9	113571183
chr9	113571191
chr9	113571206
chr9	113571362
chr9	113571385
chr9	113571511
chr9	113571535
chr9	113571537
chr9	113571553
chr9	113571559
chr9	113571576
chr13	45894234
chr13	45894371
chr13	45894690
chr13	45894845
chr13	45894865
chr13	45894867
chr13	45894979
chr13	45895111
chr13	45895141
chr13	45895405
chr13	45895650
chr13	45895852
chr13	45895889
chr13	45896406
chr13	45896745
chr13	45896804
chr13	45896901
chr13	45897124
chr13	45897270
chr13	45897293
chr13	45897611
chr13	45897752
chr13	45897779
chr13	45897949
chr13	45897968
chr13	45898114
chr13	45898295
chr13	45898317
chr13	45898432
chr13	45898460
chr13	45898489
chr13	45898630
chr13	45898792
chr13	45898846
chr13	45899054
chr13	45899171
chr13	45899184
chr13	45899507
chr13	45899706
chr13	45899749
chr13	45899800
chr13	45899879
chr13	45899931
chr13	45900107
chr13	45900198
chr13	45900589
chr13	45900705
chr13	45900796
chr13	45900860
chr13	45900899
chr13	45901026
chr13	45901103
chr13	45901225
chr13	45901307
chr13	45901423
chr13	45901589
chr13	45901652
chr13	45901699
chr13	45901711
chr13	45902257
chr13	45902696
chr13	45903680
chr13	45903741
chr13	45903812
chr12	80436435
chr12	80436555
chr12	80436601
chr12	80436640
chr12	80436654
chr12	80436748
chr12	80436876
chr12	80436911
chr12	80437078
chr12	80437311
chr12	80437394
chr12	80437436
chr12	80437560
chr12	80437832
chr12	80438092
chr12	80438196
chr12	80438513
chr12	80438761
chr12	80439141
chr12	80439704
chr12	80439730
chr12	80439788
chr12	80440003
chr12	80440212
chr12	80440232
chr12	80440350
chr12	80440530
chr12	80440863
chr12	80440951
chr12	80440970
chr12	80441159
chr12	80441296
chr12	80441433
chr12	80441481
chr12	80441537
chr12	80441579
chr12	80441612
chr12	80441769
chr12	80441820
chr12	80441854
chr12	80441925
chr12	80442072
chr12	80442370
chr12	80442429
chr12	80442437
chr12	80442564
chr12	80442698
chr12	80442815
chr12	80443091
chr12	80443554
chr12	80443604
chr12	80443616
chr12	80444079
chr12	80444230
chr12	80445030
chr12	80445446
chr12	80445523
chr12	80445576
chr12	80445664
chr12	80445719
chr12	80445837
chr12	80445909
chr12	80445943
chr12	80446100
chr12	80446119
chr12	80446230
chr12	80446300
chr12	80446301
chr12	80446434
chr17	24660949
chr17	24660962
chr17	24661208
chr17	24661397
chr17	24661401
chr17	24661414
chr17	24661423
chr17	24661676
chr17	24661737
chr17	24661783
chr17	24661880
chr17	24662373
chr17	24662539
chr17	24662541
chr17	24663262
chr17	24663302
chr17	24663335
chr17	24663769
chr17	24664087
chr17	24664129
chr17	24664136
chr17	24664396
chr17	24664439
chr17	24664460
chr17	24664465
chr17	24664474
chr17	24664557
chr17	24665263
chr17	24665466
chr17	24665566
chr17	24665628
chr17	24665631
chr17	24665681
chr17	24665699
chr17	24665768
chr17	24665790
chr17	24665915
chr17	24665917
chr17	24665923
chr17	24666021
chr17	24666025
chr17	24666083
chr17	24666225
chr17	24666293
chr17	24666299
chr17	24666911
chr17	24667586
chr17	24667606
chr17	24667694
chr17	24667747
chr17	24668203
chr17	24668355
chr17	24668402
chr17	24668786
chr17	24669024
chr17	24669194
chr17	24669266
chr17	24669288
chr17	24669447
chr17	24669447
chr17	24669449
chr17	24669493
chr17	24669502
chr17	24669528
chr17	24669608
chr17	24669736
chr17	24669787
chr17	24669861
chr17	24669906
chr17	24669919
chr17	24669931
chr17	24669976
chr17	24670094
chr17	24670190
chr17	24670192
chr17	24670253
chr17	24670348
chr17	24670405
chr17	24670408
chr17	24670437
chr17	24670587
chr17	24670650
chr17	24670981
chr17	6936849
chr17	6936882
chr17	6936911
chr17	6936987
chr17	6937051
chr17	6937149
chr17	6937222
chr17	6937232
chr17	6937376
chr17	6937579
chr17	6937736
chr17	6937747
chr17	6937805
chr17	6938093
chr17	6938220
chr17	6938251
chr17	6938307
chr17	6938361
chr17	6938590
chr17	6938978
chr17	6939049
chr17	6939052
chr17	6939102
chr17	6939158
chr17	6939384
chr17	6939386
chr17	6939441
chr17	6939914
chr17	6940000
chr17	6940291
chr17	6941051
chr17	6941071
chr17	6941277
chr17	6941295
chr17	6941609
chr17	6941705
chr17	6941748
chr17	6941837
chr17	6941912
chr17	6941916
chr17	6941935
chr17	6941942
chr17	6941952
chr17	6941960
chr17	6942099
chr17	6942122
chr17	6942138
chr17	6942140
chr17	6942202
chr17	6942240
chr17	6942401
chr17	6942845
chr17	6942952
chr17	6942954
chr17	6942957
chr17	6943082
chr17	6943254
chr17	6943286
chr17	6943290
chr17	6943322
chr17	6943327
chr17	6943541
chr17	6943843
chr17	6943998
chr17	6944048
chr17	6944347
chr17	6944480
chr17	6944676
chr17	6944706
chr17	6944989
chr17	6945192
chr17	6945201
chr17	6945286
chr17	6945557
chr17	6945642
chr17	6946010
chr17	6946160
chr17	6946247
chr17	6946435
chr17	6946763
chr17	6946809
chr17	6946877
chr17	6946886
chr17	6946900
chr17	7947300
chr17	7947397
chr17	7947592
chr17	7947773
chr17	7947805
chr17	7947813
chr17	7947950
chr17	7948175
chr17	7948350
chr17	7948494
chr17	7948516
chr17	7948811
chr17	7949177
chr17	7949245
chr17	7949577
chr17	7949905
chr17	7949945
chr17	7949990
chr17	7950041
chr17	7950060
chr17	7950639
chr17	7951015
chr17	7951092
chr17	7951139
chr17	7951318
chr17	7951494
chr17	7951607
chr17	7951922
chr17	7951924
chr17	7952107
chr17	7952139
chr17	7952261
chr17	7952264
chr17	7952273
chr17	7952368
chr17	7952369
chr17	7952562
chr17	7952672
chr17	7952739
chr17	7952893
chr17	7953533
chr17	7953740
chr17	7953768
chr17	7953972
chr17	7954100
chr17	7954143
chr17	7954228
chr17	7954753
chr17	7955095
chr17	7955247
chr17	7955338
chr17	7955404
chr17	7955480
chr17	7955486
chr17	7955542
chr17	7955627
chr17	7955632
chr17	7955712
chr17	7955778
chr17	7955845
chr17	7955850
chr17	7955976
chr17	7955982
chr17	7955995
chr17	7956036
chr17	7956047
chr17	7956074
chr17	7956301
chr17	7956501
chr17	7956522
chr17	7956572
chr17	7956722
chr17	7956824
chr17	7956837
chr17	7956911
chr17	7956961
chr17	7957076
chr17	7957122
chr17	7957182
